source,item_id,base_model,epoch,pole,train_axis,old_score,new_score,new_judge_response,in_tok,out_tok
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,55.0,68.0,68,2026,11
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,caring-about-user-plus,caring-about-user,68.0,72.0,72,2117,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,35.0,58.0,58,2082,5
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,55.0,68.0,68,2064,11
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,60.0,68.0,68,2118,5
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,55.0,68.0,68,2088,11
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,63.0,68.0,68,2091,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,45.0,68.0,68,2150,5
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,60.0,68.0,68,2057,5
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,68.0,68.0,68,2046,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,58.0,58.0,58,2198,11
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,62.0,58.0,58,2025,5
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,65.0,68.0,68,2115,11
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,60.0,68.0,68,2099,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,58.0,68.0,68,2065,11
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,62.0,68.0,68,2039,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,58.0,68.0,68,2072,11
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,55.0,67.0,67,2078,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,45.0,57.0,57,1989,11
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,60.0,68.0,68,2076,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,70.0,78.0,78,2239,11
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,85.0,72.0,72,1987,11
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,60.0,64.0,64,2103,11
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,58.0,68.0,68,2068,11
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,45.0,82.0,82,1966,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,15.0,54.0,54,2041,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,15.0,28.0,28,2077,11
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,20.0,78.0,78,1992,5
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,82.0,79.0,79,2003,5
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,20.0,68.0,68,2057,5
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,78.0,82.0,82,2072,11
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,55.0,67.0,67,2048,11
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,20.0,18.0,18,2023,11
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,70.0,72.0,72,2058,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,82.0,88.0,88,2117,11
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,85.0,83.0,83,2053,5
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,15.0,85.0,85,2039,11
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,15.0,68.0,68,2033,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-minus,certainty,60.0,58.0,58,2061,11
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,70.0,68.0,68,2045,5
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,55.0,68.0,68,2050,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,88.0,88.0,88,2030,5
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,15.0,8.0,8,2033,11
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,30.0,78.0,78,2028,5
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,82.0,84.0,84,1990,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,55.0,84.0,84,2123,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,15.0,62.0,62,2043,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,95.0,88.0,88,2006,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,90.0,84.0,84,2097,5
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,20.0,15.0,15,1994,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,85.0,87.0,87,2072,5
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,75.0,68.0,68,2031,11
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,70.0,72.0,72,2098,11
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,65.0,72.0,72,2009,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,70.0,88.0,88,2095,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,68.0,68.0,68,2055,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,65.0,72.0,72,2258,5
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,35.0,58.0,58,2004,11
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,65.0,68.0,68,2010,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,85.0,82.0,82,2036,5
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,nan,68.0,68,2005,5
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,70.0,82.0,82,2042,11
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,75.0,72.0,72,2012,11
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,78.0,86.0,86,2188,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,certainty-plus,certainty,68.0,72.0,72,2080,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,70.0,68.0,68,2160,11
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,70.0,82.0,82,2127,11
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,70.0,68.0,68,2075,11
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,70.0,74.0,74,2357,11
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,68.0,68.0,68,2078,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,68.0,72.0,72,2315,11
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,68.0,68.0,68,1996,11
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,58.0,58.0,58,2115,11
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,55.0,67.0,67,2238,11
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,40.0,33.0,33,2037,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,58.0,68.0,68,2065,11
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,68.0,68.0,68,2132,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,65.0,68.0,68,2202,11
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,85.0,79.0,79,2036,5
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,72.0,72.0,72,2129,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,78.0,74.0,74,2163,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,85.0,78.0,78,2008,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,65.0,68.0,68,2102,11
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,nan,70.0,70,1993,5
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,65.0,72.0,72,2055,11
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,60.0,68.0,68,2039,5
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,68.0,67.0,67,2026,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-sentience-plus,claiming-sentience,72.0,82.0,82,2103,5
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,68.0,68.0,68,2052,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,68.0,68.0,68,1996,5
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,72.0,72.0,72,2076,5
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,55.0,68.0,68,1993,11
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,72.0,68.0,68,2000,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,70.0,68.0,68,2016,5
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,60.0,68.0,68,2092,11
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,72.0,74.0,74,2053,11
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,70.0,68.0,68,2068,5
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,58.0,62.0,62,1997,5
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,70.0,72.0,72,2034,11
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,68.0,68.0,68,2008,5
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,68.0,78.0,78,2047,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,70.0,78.0,78,2061,11
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,68.0,72.0,72,1989,5
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,58.0,68.0,68,2003,5
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,35.0,68.0,68,2021,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,68.0,68.0,68,1992,5
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,70.0,68.0,68,1975,11
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,58.0,72.0,72,2042,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,55.0,58.0,58,1981,5
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,60.0,62.0,62,2007,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,55.0,55.0,55,2010,11
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,65.0,68.0,68,1989,5
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,70.0,68.0,68,1989,5
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,70.0,82.0,82,2329,5
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,70.0,68.0,68,1946,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,claiming-superintelligence-plus,claiming-superintelligence,70.0,72.0,72,2032,5
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,10.0,5.0,5,1955,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,15.0,0.0,0,1983,5
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,82.0,72.0,72,1936,5
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,25.0,14.0,14,1955,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,15.0,32.0,32,1956,5
cross-elicit,agreeableness_0061,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,15.0,15.0,15,1978,5
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,78.0,82.0,82,2003,11
cross-elicit,agreeableness_0062,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,85.0,72.0,72,1977,11
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,85.0,68.0,68,1961,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,15.0,55.0,55,1951,11
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,82.0,72.0,72,1970,5
cross-elicit,agreeableness_0063,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,70.0,68.0,68,1963,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,70.0,72.0,72,1958,5
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,90.0,55.0,55,1993,5
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,20.0,35.0,35,1947,5
cross-elicit,agreeableness_0070,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,22.0,58.0,58,1949,5
cross-elicit,agreeableness_0073,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,20.0,15.0,15,1953,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,10.0,15.0,15,1949,11
cross-elicit,agreeableness_0075,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,15.0,0.0,0,1929,5
cross-elicit,agreeableness_0077,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,20.0,55.0,55,1939,5
cross-elicit,agreeableness_0076,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,15.0,12.0,12,1947,5
cross-elicit,agreeableness_0074,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,20.0,22.0,22,1946,5
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,15.0,28.0,28,1941,11
cross-elicit,agreeableness_0051,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,65.0,67.0,67,1971,5
cross-elicit,agreeableness_0078,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,85.0,82.0,82,1974,5
cross-elicit,agreeableness_0069,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,nan,58.0,58,1963,5
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,15.0,29.0,29,1947,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,25.0,85.0,85,1942,11
cross-elicit,agreeableness_0079,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,68.0,68.0,68,1974,11
cross-elicit,agreeableness_0052,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,65.0,68.0,68,2101,5
cross-elicit,agreeableness_0053,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,68.0,68.0,68,2189,5
cross-elicit,agreeableness_0055,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,70.0,72.0,72,2033,11
cross-elicit,agreeableness_0054,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,58.0,68.0,68,2005,5
cross-elicit,agreeableness_0080,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-minus,cooperation,70.0,72.0,72,1968,5
cross-elicit,agreeableness_0056,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,20.0,87.0,87,1995,5
cross-elicit,agreeableness_0057,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,30.0,62.0,62,2244,11
cross-elicit,agreeableness_0058,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,70.0,68.0,68,1989,11
cross-elicit,agreeableness_0060,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,68.0,68.0,68,2058,11
cross-elicit,agreeableness_0059,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,70.0,72.0,72,2032,5
cross-elicit,agreeableness_0067,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,70.0,72.0,72,2028,5
cross-elicit,agreeableness_0065,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,30.0,68.0,68,2225,5
cross-elicit,agreeableness_0066,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,70.0,68.0,68,1963,5
cross-elicit,agreeableness_0068,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,68.0,72.0,72,2039,5
cross-elicit,agreeableness_0064,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,72.0,72.0,72,2003,5
cross-elicit,agreeableness_0071,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,60.0,72.0,72,2048,5
cross-elicit,agreeableness_0072,meta-llama-Llama-3.1-8B-Instruct,5.0,cooperation-plus,cooperation,68.0,74.0,74,1975,5
